13;vehicle.car; (-12.530576855122534, 1.5955379584352527, 29.598982801297073) ;(1.972, 4.662, 1.655); (0.48703187684423144, 0.4950206890829563, 0.49323167367964854, -0.5239055109431406);3;3
14;human.pedestrian.adult; (-19.56647402106897, 2.2623811428906158, 50.31485352094115) ;(0.642, 0.804, 1.801); (0.48476520805247764, 0.4928578122581044, 0.4952478683646343, -0.5261401133142);0;1
14;vehicle.construction; (49.88615567587228, -2.920582892146558, 75.52962708336456) ;(3.526, 8.449, 5.212); (-0.014256247824011359, -0.0407915540054119, -0.6975065041599129, 0.7152744124980437);1;1
14;vehicle.car; (15.684073022622112, 1.493199014952697, 57.82711805543324) ;(2.328, 5.148, 1.914); (0.019011086400337607, -0.008321531255986947, -0.6986487145491036, 0.7151638304404944);5;1
14;vehicle.car; (-12.958004650507528, 1.492084708063467, 49.385988300736315) ;(1.936, 4.609, 1.859); (0.48772812620549016, 0.49564618040269937, 0.49245724492160114, -0.5233946892016795);4;4
14;vehicle.car; (-12.558774891190883, 1.580853542887489, 27.541950460527794) ;(1.972, 4.662, 1.655); (0.4869511181277506, 0.49491506021734555, 0.4931920086473627, -0.5241176722173893);3;4
15;human.pedestrian.adult; (-19.6059671696306, 2.248033236157384, 49.72170691725705) ;(0.642, 0.804, 1.801); (0.4850910205396235, 0.49280263815006625, 0.49524095223045755, -0.5258979566969538);0;1
15;vehicle.construction; (49.84098066491748, -2.8685791788000965, 75.0465348988453) ;(3.526, 8.449, 5.212); (-0.014660716057043333, -0.04075482434140992, -0.6974647555444622, 0.7153090398358595);1;1
15;vehicle.car; (15.644360955644279, 1.4997123942130235, 57.32647039786915) ;(2.328, 5.148, 1.914); (0.01860866523265886, -0.008286782126773418, -0.6986053035697474, 0.7152172233975237);5;1
15;vehicle.car; (-13.044854430092407, 1.4894079918251613, 48.20415249894429) ;(1.936, 4.609, 1.859); (0.48805256625644877, 0.49559096812484854, 0.4924506404167537, -0.5231506968710824);4;4
15;vehicle.car; (-12.602174478739206, 1.5635159452822263, 26.22683766496535) ;(1.972, 4.662, 1.655); (0.4872759197914618, 0.49485985779822866, 0.49318532224074996, -0.5238741614716166);3;4
16;human.pedestrian.adult; (-19.655217896550184, 2.2129660441886356, 48.5581307277992) ;(0.642, 0.804, 1.801); (0.4854570942040959, 0.49267598683787395, 0.4953547101700024, -0.5255715867440283);0;1
16;vehicle.construction; (49.79315885442607, -2.798715456820027, 74.06156824434653) ;(3.526, 8.449, 5.212); (-0.0151511487520814, -0.040584589508239455, -0.6974659905606349, 0.7153072946623796);1;1
16;vehicle.car; (15.598668384145837, 1.493566848473773, 56.32728516804924) ;(2.328, 5.148, 1.914); (0.01811868164723679, -0.008116673932099916, -0.6985986233156776, 0.7152382795132586);5;1
16;vehicle.car; (-13.188839898668183, 1.4756419098810192, 45.85911707533884) ;(1.936, 4.609, 1.859); (0.48841679136522725, 0.49546496112125776, 0.492565111630321, -0.5228222652280756);4;4
16;vehicle.car; (-12.671678334373688, 1.525703046977913, 23.615083860723875) ;(1.972, 4.662, 1.655); (0.4876406317374076, 0.4947336811118982, 0.4932996063932655, -0.5235462705286535);3;4
17;human.pedestrian.adult; (-19.648697588549698, 2.22064962150613, 47.434238046792125) ;(0.642, 0.804, 1.801); (0.486006526233083, 0.49181969701917516, 0.4956019855546483, -0.5256326797271159);0;1
17;vehicle.construction; (49.832208902693, -2.6104246377828173, 73.04565306473921) ;(3.526, 8.449, 5.212); (-0.015522064181347994, -0.03977951316432149, -0.6970835909660711, 0.7157172088624161);1;1
17;vehicle.car; (15.617714020676804, 1.562813194696961, 55.32989657683367) ;(2.328, 5.148, 1.914); (0.01776722347076981, -0.007330245133240376, -0.6981792104954356, 0.7156649937704074);5;1
17;vehicle.car; (-13.279822681731751, 1.5042229832146088, 43.54750797914601) ;(1.936, 4.609, 1.859); (0.48896655957430457, 0.4946100810953646, 0.49281721778016246, -0.5228802550836333);4;4
17;vehicle.car; (-12.712585416470064, 1.505224243426909, 21.03616908547364) ;(1.972, 4.662, 1.655); (0.4881903133118523, 0.49387842801987597, 0.4935504440260988, -0.5236050759176546);3;4
18;human.pedestrian.adult; (-19.664595916374733, 2.266266017169974, 46.83989749180625) ;(0.642, 0.804, 1.801); (0.4865203633032934, 0.49135265077339524, 0.4953643115930943, -0.5258181315522394);0;1
18;vehicle.construction; (49.821330755579375, -2.468657000760184, 72.53648737374134) ;(3.526, 8.449, 5.212); (-0.015783900358058323, -0.03958732672086629, -0.6965960609888903, 0.7161966488802805);1;1
18;vehicle.car; (15.6048267458144, 1.6381554683991468, 54.81322816456217) ;(2.328, 5.148, 1.914); (0.017527958753859263, -0.007160930935352694, -0.6976832731908381, 0.7161560877628423);5;1
18;vehicle.car; (-13.343458899054957, 1.554151617857209, 42.36241310735004) ;(1.936, 4.609, 1.859); (0.48948143553568496, 0.4941417003606631, 0.49258218460152925, -0.5230628027720782);4;4
18;vehicle.car; (-12.742325867556149, 1.5120704268084415, 19.71768764382941) ;(1.972, 4.662, 1.655); (0.48870491789179976, 0.49341039647920637, 0.4933147162495507, -0.5237883872388028);3;4
19;human.pedestrian.adult; (-19.68759752276305, 2.3593825251392655, 45.611985987070945) ;(0.642, 0.804, 1.801); (0.48689656799748554, 0.4909299845428732, 0.49467899837715124, -0.5265094214860575);0;1
19;vehicle.car; (15.59073987034805, 1.7248336715259116, 53.78529422365409) ;(2.328, 5.148, 1.914); (0.017739919047703112, -0.007335405402736472, -0.696897232729665, 0.7169140353720898);5;1
19;vehicle.car; (-13.49849725725283, 1.6468612469736614, 39.53156525067245) ;(1.936, 4.609, 1.859); (0.4898615373324945, 0.49371517151330013, 0.49189926872915746, -0.5237519575940104);4;4
19;vehicle.car; (-12.811651700714485, 1.5214535209462094, 16.525557381341468) ;(1.972, 4.662, 1.655); (0.48908399688895005, 0.49298488122692796, 0.49263116836062965, -0.5244781051945281);3;4
20;human.pedestrian.adult; (-19.74102170213467, 2.37242608846172, 44.466288611255614) ;(0.642, 0.804, 1.801); (0.4867825397543207, 0.4910422843975064, 0.4942714279816879, -0.5268927684120885);0;1
20;vehicle.car; (15.567856523989109, 1.7129529288678194, 52.77080454820342) ;(2.328, 5.148, 1.914); (0.018088851588672406, -0.007699979793501233, -0.6966831990916376, 0.717109492241474);5;1
20;vehicle.car; (-13.491799738808398, 1.6617355458520158, 37.4379536249631) ;(1.936, 4.609, 1.859); (0.48974967532583413, 0.49382516839060236, 0.49149107077277776, -0.5241359422257377);4;4
21;human.pedestrian.adult; (-19.790814327120795, 2.3345261410356546, 43.849372426673625) ;(0.642, 0.804, 1.801); (0.4865740627508372, 0.4914083581925449, 0.4942349496090017, -0.5267782470277597);0;1
21;vehicle.car; (15.539289179817596, 1.6562584123694188, 52.265635213678834) ;(2.328, 5.148, 1.914); (0.018158554009313266, -0.007987937365112163, -0.6969121557077019, 0.7168820732866641);5;1
21;vehicle.car; (-13.492413632856932, 1.634582001059691, 36.08820680219443) ;(1.936, 4.609, 1.859); (0.4895405550450024, 0.4941910303897323, 0.4914525260885733, -0.5240225997509326);4;4
22;human.pedestrian.adult; (-19.915150205484927, 2.2760725338523105, 42.6068657923074) ;(0.642, 0.804, 1.801); (0.48627151909042715, 0.4923023555280605, 0.4939052444018208, -0.5265320598172433);0;1
22;vehicle.car; (15.4522169555086, 1.5518015925602473, 51.26624397730109) ;(2.328, 5.148, 1.914); (0.018203959629534028, -0.008858854248604997, -0.6972987311099177, 0.7164946727978562);5;1
22;vehicle.car; (-13.51203056316384, 1.5965846168158218, 33.38383633579752) ;(1.936, 4.609, 1.859); (0.48923662620685593, 0.49508315192355085, 0.49111777852928673, -0.5237781246593197);4;4
23;human.pedestrian.adult; (-19.98314000648112, 2.270253356173847, 41.40732474969391) ;(0.642, 0.804, 1.801); (0.4856123630726025, 0.4928988536061363, 0.4934722798814977, -0.5269881041668364);0;1
23;vehicle.car; (15.431395414821036, 1.4752955418281501, 50.26593308842267) ;(2.328, 5.148, 1.914); (0.018994502323137763, -0.009588376406960863, -0.6974039245197614, 0.7163623649968011);5;1
23;vehicle.car; (-13.485728788215066, 1.6005416400762011, 30.715031713956538) ;(1.936, 4.609, 1.859); (0.4885800555722085, 0.49567719592843756, 0.4906814530163209, -0.524237883407305);4;4
24;human.pedestrian.adult; (-20.028800502218534, 2.3095033216390575, 40.74376195517675) ;(0.642, 0.804, 1.801); (0.48533141407498864, 0.4930760916814633, 0.4929543632453657, -0.5275655239697358);0;1
24;vehicle.car; (15.427392146421752, 1.4729612947513044, 49.77002022202003) ;(2.328, 5.148, 1.914); (0.01959839460109203, -0.010076422835472387, -0.6971560098954548, 0.716580676894479);5;1
24;vehicle.car; (-13.451726723371497, 1.6393351229143631, 28.790955084277243) ;(1.936, 4.609, 1.859); (0.48830237122855263, 0.4958515069643296, 0.4901625439297806, -0.5248168802754563);4;4
25;human.pedestrian.adult; (-20.075913941809638, 2.365122095841244, 39.668592298467) ;(0.642, 0.804, 1.801); (0.485255009679951, 0.4931420767225965, 0.49221664574733065, -0.5282624739610815);0;2
25;vehicle.car; (15.403706777559114, 1.490100401586952, 48.80009875633417) ;(2.328, 5.148, 1.914); (0.020138895290046532, -0.010637862086147365, -0.6966729290529845, 0.7170272593921854);5;1
25;vehicle.car; (-13.50585554765206, 1.6606490695680423, 26.83210703865554) ;(1.936, 4.609, 1.859); (0.4882299031077612, 0.49591332571946284, 0.48942446563171577, -0.5255142505454613);4;4
25;vehicle.car; (-11.802923644959082, 1.702582777361649, 42.35706769227046) ;(2.342, 6.249, 2.063); (0.4832970694643519, 0.491317455310427, 0.494037946206883, -0.5300543448196054);6;4
26;human.pedestrian.adult; (-20.172680518750887, 2.369705154014912, 38.52043655536997) ;(0.642, 0.804, 1.801); (0.4853681938519804, 0.49347426944290873, 0.4916413274369279, -0.5283840146623556);0;2
26;vehicle.car; (15.336645544997294, 1.4747833734807183, 47.84524334214854) ;(2.328, 5.148, 1.914); (0.020142425434242772, -0.011277040089087531, -0.6964918361423817, 0.7171933025701425);5;1
26;vehicle.car; (-13.600171515170846, 1.6391589200802208, 24.31249060829476) ;(1.936, 4.609, 1.859); (0.48834377170788634, 0.4962422648342805, 0.4888472808948628, -0.5256351502591485);4;4
26;vehicle.car; (-11.863970384982373, 1.7082181685492346, 41.377590118128026) ;(2.342, 6.249, 2.063); (0.48340980315011367, 0.4916517744860448, 0.4934638609775597, -0.5301763034804652);6;4
27;human.pedestrian.adult; (-20.207614440163358, 2.3560442240400965, 37.95467317303694) ;(0.642, 0.804, 1.801); (0.48511499147650333, 0.4938097619450413, 0.4914760297731258, -0.5284568820736265);0;2
27;vehicle.car; (15.318500454630247, 1.4320126082238849, 47.366518777382886) ;(2.328, 5.148, 1.914); (0.020374795056396944, -0.011632840254191479, -0.6966070957587163, 0.7170691032896597);5;1
27;vehicle.car; (-13.637065092286921, 1.6181555188231918, 23.058883762076412) ;(1.936, 4.609, 1.859); (0.4880909847857339, 0.4965768187000478, 0.48868009163819304, -0.525709446117453);4;4
27;vehicle.car; (-11.880655172161273, 1.6901899142623669, 40.89366664959423) ;(2.342, 6.249, 2.063); (0.48315633289194804, 0.4919878763077748, 0.4932998057975885, -0.5302482335214629);6;4
28;human.pedestrian.adult; (-20.32363223559036, 2.301664231351443, 36.78684744547329) ;(0.642, 0.804, 1.801); (0.4851138737890871, 0.4945510767198479, 0.49118695009553903, -0.5280332773873514);0;2
28;vehicle.car; (15.226415650763242, 1.355125433348436, 46.41148025536551) ;(2.328, 5.148, 1.914); (0.020080385546043633, -0.01236594635875754, -0.6969164015859942, 0.7167645294567835);5;1
28;vehicle.car; (-13.737655247769975, 1.5602145351559322, 20.522418039540707) ;(1.936, 4.609, 1.859); (0.48808747539742314, 0.4973164894830409, 0.48838683102350633, -0.5252858544937715);4;4
28;vehicle.car; (-11.96295981879614, 1.635134894939824, 39.89857051572235) ;(2.342, 6.249, 2.063); (0.48315678258746636, 0.4927302556287201, 0.49301347102992477, -0.5298246275993687);6;4
29;human.pedestrian.adult; (-20.3488244524972, 2.2094290819594486, 35.66912646891808) ;(0.642, 0.804, 1.801); (0.4841909287980591, 0.49503504678211374, 0.4917098779845249, -0.5279401886762807);0;2
29;vehicle.car; (15.246812789858481, 1.219908975526807, 45.423900132968676) ;(2.328, 5.148, 1.914); (0.020677416654511838, -0.01234860362727258, -0.6976287075791696, 0.7160545669083955);5;1
29;vehicle.car; (-13.783964081128607, 1.4862331685215928, 18.020093199444286) ;(1.936, 4.609, 1.859); (0.48716401952847643, 0.4978034043395616, 0.4889070180290613, -0.5251979783155417);4;4
29;vehicle.car; (-11.947583406195074, 1.5360030598557375, 38.93364304546304) ;(2.342, 6.249, 2.063); (0.48223418835089377, 0.4932122874980086, 0.4935381860718659, -0.5297281245463833);6;4
30;human.pedestrian.adult; (-20.40474407411616, 2.1804175251712627, 35.04327007795639) ;(0.642, 0.804, 1.801); (0.4839091877349183, 0.49548819528121624, 0.491625987075011, -0.5278515276052691);0;2
30;vehicle.car; (15.219775340729928, 1.162986613890263, 44.94926481861868) ;(2.328, 5.148, 1.914); (0.02081768368559278, -0.012732050129105443, -0.6978843440929346, 0.7157946362019285);5;1
30;vehicle.car; (-11.971971726867526, 1.5038652720733166, 38.449170192215334) ;(2.342, 6.249, 2.063); (0.4819527772702752, 0.4936657432990285, 0.4934559724266524, -0.5296384216151175);6;4
31;human.pedestrian.adult; (-20.387414510458466, 2.1435411899278423, 33.960249433033376) ;(0.642, 0.804, 1.801); (0.48355776615705004, 0.49586127050636514, 0.49165865261780356, -0.5277928158918641);0;2
31;vehicle.car; (15.200515220044114, 1.0925784390074351, 43.98860502494722) ;(2.328, 5.148, 1.914); (0.02102879499457777, -0.012976842335576444, -0.6981677676927933, 0.7155076236483687);5;1
31;vehicle.car; (-12.021990530137593, 1.4517640393328373, 36.619299761833645) ;(2.342, 6.249, 2.063); (0.48160157533661113, 0.49403869510491083, 0.4934900181575892, -0.5295784100122984);6;4
31;vehicle.truck; (47.194188771527166, -1.1535470180354892, 85.69276053866504) ;(2.845, 6.303, 2.537); (0.7142497844897906, 0.6937444902136247, -0.0795312050730943, 0.04733513572545617);7;4
32;human.pedestrian.adult; (-20.377051991444212, 2.1077901565945996, 32.80090654154241) ;(0.642, 0.804, 1.801); (0.48354331410540813, 0.49622808239183047, 0.4916024435419295, -0.527513593316124);0;2
32;vehicle.car; (15.148357551700547, 1.0412123085663085, 43.042592217645414) ;(2.328, 5.148, 1.914); (0.020844568662124974, -0.013279079612933675, -0.6983830884946332, 0.7152973030192553);5;1
32;vehicle.car; (-12.117274776266399, 1.402793614274743, 34.29447058950234) ;(2.342, 6.249, 2.063); (0.4815881565324401, 0.4944057124580342, 0.4934351667033196, -0.5292991358740503);6;4
32;vehicle.truck; (47.11228748945382, -1.2344570279036342, 84.76794812991356) ;(2.845, 6.303, 2.537); (0.7140228459724873, 0.6939299916390245, -0.07985260768774438, 0.047498454487280406);7;4
33;human.pedestrian.adult; (-20.38021506204495, 2.112365977257023, 32.22103864951394) ;(0.642, 0.804, 1.801); (0.4835660954148317, 0.4965089976861369, 0.49129924926372953, -0.5275108475234013);0;2
33;vehicle.car; (15.110601587048226, 1.0249583928339219, 42.579059971551416) ;(2.328, 5.148, 1.914); (0.02082631713041211, -0.013691839322623078, -0.6983614183546798, 0.7153112101766523);5;1
33;vehicle.car; (-12.173219774511539, 1.3977579821409878, 33.13421047087411) ;(2.342, 6.249, 2.063); (0.4816109478455966, 0.49468774767536383, 0.493133013912344, -0.529296474393009);6;4
33;vehicle.truck; (47.04761973603194, -1.2654539879224733, 84.32421174846515) ;(2.845, 6.303, 2.537); (0.7140349482689741, 0.6938690381424324, -0.08026141674361487, 0.04751794966249062);7;4
34;human.pedestrian.adult; (-20.3485774903605, 2.106061637352037, 31.080844623157816) ;(0.642, 0.804, 1.801); (0.48367934564629883, 0.4964531345998871, 0.49117801768875713, -0.5275724885553242);0;2
34;vehicle.car; (15.08569329218693, 1.0182463817864262, 41.63194622739395) ;(2.328, 5.148, 1.914); (0.020788055682004758, -0.013736262774600105, -0.6982355440678294, 0.7154343413802915);5;1
34;vehicle.car; (-12.2445043521537, 1.380981846912341, 30.824117332517467) ;(2.342, 6.249, 2.063); (0.481723969224486, 0.4946323335392034, 0.4930115764688217, -0.5293585340389781);6;4
34;vehicle.truck; (47.018174061352994, -1.2575272337374583, 83.38136946146663) ;(2.845, 6.303, 2.537); (0.7141538671318793, 0.6937394995810653, -0.08029362761591863, 0.047567784748415665);7;4
35;human.pedestrian.adult; (-20.351858668080684, 2.0628611495989935, 29.90896856937282) ;(0.642, 0.804, 1.801); (0.48397403425169944, 0.4967377867605078, 0.491149737235367, -0.5270603769854432);0;2
35;vehicle.car; (15.015424530898132, 0.9838920890643115, 40.68824235129408) ;(2.328, 5.148, 1.914); (0.020219823280786087, -0.013960114362747744, -0.6984136370297166, 0.7152724414965226);5;1
35;vehicle.car; (-12.348636558656816, 1.3316706123383026, 28.48987253852836) ;(2.342, 6.249, 2.063); (0.4820205506713196, 0.49491708839148973, 0.4929843494475134, -0.5288475163489192);6;4
35;vehicle.truck; (46.90202493366528, -1.2950162538611099, 82.47254688683466) ;(2.845, 6.303, 2.537); (0.7139384896812644, 0.693895421938042, -0.08053345016528546, 0.04811797761271491);7;4
36;vehicle.car; (14.991883185006703, 0.9688732831390189, 40.213868686957156) ;(2.328, 5.148, 1.914); (0.020070149030267104, -0.01400397734230191, -0.6984717262532685, 0.715219075082089);5;1
36;vehicle.car; (-12.407779811276326, 1.3091444357477553, 26.844740097822317) ;(2.342, 6.249, 2.063); (0.48209122787268344, 0.49498898641428385, 0.49299570696425354, -0.5287051959755874);6;4
